order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,status,payment_method,region
ORD003630,C00964,P0164,2025-08-28,4,$967.51,,Completed,credit_card,South
ORD003902,C01085,P0031,23/11/2025,5,419.82,2099.1,Pending,cod,West
ORD001722,C00157,P0165,01/05/2025,10,616.32,,cancelled,cod,East
ORD000141,C01229,P0266,2025-07-19,6,619.03,3714.18,COMPLETED,cod,West
ORD003143,C00387,P0020,2025-09-12,5,694.42,3472.1,Cancelled,upi,East
ORD003444,C01413,P0204,28/05/2025,4,681.48,2725.92,Cancelled,upi,South
ORD002462,C01002,P0258,2025-11-12,4,204.35,817.4,cancelled,credit_card,East
ORD002459,C00346,P0011,2025-08-20,3,142.1,426.3,pending,debit_card,West
ORD003781,C00809,P0294,2026-03-05,3,274.02,822.06,cancelled,paypal,East
ORD001338,C00389,P0161,2025-12-09,8,187.99,1503.92,pending,upi,South
ORD003088,C01430,P0043,25/09/2025,9,104.04,936.36,Pending,debit_card,South
ORD001719,C01499,P0153,2026-01-25,3,362.73,1088.19,Cancelled,upi,East
ORD000733,C00961,P0025,2025-07-18,3,428.61,1285.83,Completed,cod,East
ORD003297,C00807,P0192,06/10/2025,10,988.42,9884.2,Pending,debit_card,North
ORD000795,C00798,P0175,07/06/2025,7,775.81,5430.67,COMPLETED,debit_card,South
ORD003262,C00946,P0053,2025-08-06,7,170.71,,cancelled,paypal,North
ORD002408,C00900,P0234,2025-11-14,10,$492.32,4923.2,Pending,cod,West
ORD000573,C01304,P0177,2025-10-15,8,605.24,4841.92,Completed,debit_card,South
ORD003942,C00061,P0084,2026-03-01,4,464.88,1859.52,Cancelled,upi,East
ORD001349,C00315,P0276,2026-03-21,7,139.31,975.17,Completed,credit_card,North
ORD003161,C01052,P0258,2025-11-05,9,204.35,1839.15,completed,cod,South
ORD002166,C00513,P0014,2026-01-15,7,932.58,6528.06,Pending,cod,West
ORD002407,C01064,P0112,2026-01-18,3,747.92,2243.76,Pending,upi,West
ORD000507,C01149,P0250,2025-06-27,10,1069.82,10698.2,cancelled,upi,North
ORD002086,C01196,P0298,2025-08-07,4,366.89,1467.56,Completed,paypal,Central
ORD002806,C00307,P0180,22/04/2025,9,467.58,4208.22,Pending,upi,East
ORD003835,C00570,P0085,2025-08-18,6,300.11,1800.66,Cancelled,cod,West
ORD001676,C01421,P0076,2026-02-10,2,651.56,1303.12,Pending,credit_card,West
ORD002046,C00874,P0154,2025-05-25,2,$54.38,108.76,Cancelled,debit_card,North
ORD000178,C00789,P0240,2026-03-17,4,342.23,1368.92,Cancelled,cod,Central
ORD002114,C00704,P0154,2025-08-27,1,54.38,54.38,COMPLETED,paypal,South
ORD003419,C00926,P0224,2025-05-17,10,229.05,2290.5,cancelled,debit_card,North
ORD003839,C00094,P0098,2025-10-05,7,393.96,,COMPLETED,cod,North
ORD003941,C01091,P0110,2025-09-17,4,844.09,3376.36,Cancelled,credit_card,West
ORD003523,C00166,P0214,2026-03-07,7,1099.24,7694.68,completed,cod,South
ORD001544,C00047,P0062,2025-09-07,8,146.64,1173.12,Cancelled,upi,Central
ORD003526,C00761,P0134,2025-12-05,2,327.86,655.72,completed,cod,South
ORD000822,C00593,P0269,2025-06-30,4,340.01,1360.04,Completed,debit_card,West
ORD002565,C00649,P0097,2025-07-21,10,251.14,2511.4,Completed,credit_card,South
ORD002651,C00984,P0013,08/07/2025,2,333.11,,completed,cod,South
ORD001717,C00177,P0215,2025-09-04,10,$666.39,,cancelled,paypal,Central
ORD000801,C00640,P0126,2026-03-30,9,423.19,3808.71,completed,paypal,South
ORD001615,C00727,P0170,2026-04-13,1,447.78,447.78,COMPLETED,credit_card,Central
ORD000294,C00289,P0143,07/06/2025,2,696.93,1393.86,completed,cod,North
ORD000518,C01103,P0287,2025-07-08,3,993.31,2979.93,completed,cod,West
ORD001675,C00557,P0084,2025-09-22,4,464.88,1859.52,cancelled,debit_card,North
ORD003568,C01126,P0218,2026-02-16,9,405.68,3651.12,completed,paypal,Central
ORD003707,C00155,P0186,07/03/2026,10,243.37,2433.7,Completed,debit_card,North
ORD003169,C00061,P0198,2025-07-09,5,639.31,3196.55,cancelled,cod,Central
ORD001001,C01494,P0204,2025-07-12,1,$681.48,681.48,Completed,cod,West
ORD000031,C00158,P0041,2026-02-06,4,$75.07,,cancelled,paypal,Central
ORD000524,C01448,P0134,2026-01-25,6,327.86,1967.16,COMPLETED,paypal,Central
ORD000424,C00532,P0007,2026-02-16,6,869.19,5215.14,pending,upi,Central
ORD002586,C01256,P0251,2025-07-03,7,620.86,4346.02,completed,debit_card,Central
ORD000251,C01242,P0067,2025-11-11,7,$1100.45,,Completed,cod,South
ORD003757,C00667,P0294,2025-07-08,10,274.02,2740.2,Cancelled,cod,South
ORD002395,C00929,P0286,2025-09-14,7,112.1,784.7,completed,credit_card,West
ORD001502,C00568,P0264,10/05/2025,4,$508.37,2033.48,Cancelled,debit_card,West
ORD002620,C00486,P0241,2025-07-24,8,754.86,6038.88,Cancelled,paypal,East
ORD003162,C00383,P0238,26/12/2025,10,131.41,1314.1,cancelled,paypal,Central
ORD000763,C00966,P0002,20/01/2026,3,83.98,251.94,cancelled,paypal,Central
ORD000611,C00538,P0292,2026-01-13,6,859.68,5158.08,pending,paypal,West
ORD001476,C01044,P0022,2026-01-23,8,828.39,6627.12,COMPLETED,credit_card,North
ORD000102,C00334,P0145,13/03/2026,9,627.0,,Completed,debit_card,Central
ORD000472,C00033,P0242,2025-12-06,5,166.1,,Cancelled,debit_card,South
ORD003522,C01041,P0267,2025-10-06,2,362.85,725.7,Completed,paypal,West
ORD003577,C00735,P0090,24/12/2025,2,254.46,508.92,completed,debit_card,East
ORD000906,C00359,P0100,19/12/2025,4,233.43,933.72,COMPLETED,paypal,South
ORD003616,C01099,P0209,2026-01-07,6,734.66,4407.96,pending,upi,North
ORD000071,C00551,P0167,2025-05-06,4,674.62,2698.48,COMPLETED,upi,South
ORD001223,C00705,P0214,2025-10-07,1,1099.24,1099.24,COMPLETED,debit_card,South
ORD000032,C00022,P0253,2025-05-16,7,295.84,2070.88,pending,cod,Central
ORD002508,C00077,P0128,25/04/2025,3,560.46,,pending,upi,West
ORD001469,C00859,P0089,12/04/2026,2,282.31,,COMPLETED,paypal,West
ORD003814,C00614,P0231,2026-03-20,9,84.77,762.93,cancelled,paypal,West
ORD000782,C00921,P0115,2025-10-06,5,557.4,,COMPLETED,cod,East
ORD003592,C00830,P0097,2026-01-19,5,251.14,1255.7,cancelled,paypal,North
ORD000527,C01470,P0179,2025-10-21,9,742.04,6678.36,Cancelled,credit_card,West
ORD002229,C00663,P0276,2025-04-21,8,$139.31,1114.48,Cancelled,paypal,Central
ORD000562,C00178,P0104,2026-04-08,9,894.0,8046.0,completed,upi,West
ORD000694,C00538,P0116,23/06/2025,7,648.0,4536.0,Cancelled,upi,North
ORD000002,C01341,P0235,2026-01-06,3,96.65,289.95,COMPLETED,debit_card,South
ORD003828,C00934,P0241,2026-03-29,4,754.86,3019.44,Cancelled,upi,West
ORD002182,C00455,P0200,2025-10-18,4,$666.09,2664.36,completed,upi,Central
ORD002447,C00338,P0254,2025-07-04,10,322.11,3221.1,Completed,upi,East
ORD001648,C00085,P0291,2025-09-17,5,$256.19,1280.95,cancelled,paypal,North
ORD000630,C00953,P0189,2025-04-21,3,617.78,1853.34,pending,paypal,North
ORD003391,C00039,P0131,2025-04-15,4,908.02,3632.08,Pending,paypal,North
ORD001021,C00289,P0014,2025-04-27,8,932.58,7460.64,COMPLETED,upi,South
ORD003062,C01148,P0197,09/12/2025,8,535.62,4284.96,COMPLETED,debit_card,West
ORD001094,C01059,P0274,2025-08-11,7,$766.91,5368.37,Pending,credit_card,North
ORD001151,C00185,P0124,2026-03-17,3,$656.86,1970.58,Pending,paypal,North
ORD003401,C01359,P0051,2026-01-05,8,416.53,3332.24,cancelled,credit_card,North
ORD002913,C00129,P0081,2025-06-28,6,206.36,1238.16,completed,debit_card,East
ORD001025,C00121,P0128,13/10/2025,2,560.46,1120.92,pending,cod,West
ORD002341,C00311,P0161,2026-01-30,4,187.99,751.96,Completed,cod,North
ORD002537,C01176,P0161,2025-09-13,5,187.99,939.95,completed,upi,Central
ORD001894,C00378,P0067,23/12/2025,3,1100.45,3301.35,completed,cod,North
ORD002099,C00925,P0294,23/07/2025,6,274.02,1644.12,Completed,credit_card,East
ORD002446,C01302,P0098,27/06/2025,5,393.96,1969.8,Pending,upi,Central
ORD003859,C00133,P0179,2025-09-21,5,742.04,3710.2,cancelled,cod,West
ORD003270,C00397,P0132,2025-07-31,5,577.95,2889.75,Pending,upi,East
ORD003746,C00579,P0097,26/07/2025,3,251.14,753.42,Pending,debit_card,South
ORD003004,C00876,P0016,08/08/2025,5,$564.77,2823.85,COMPLETED,cod,East
ORD002559,C01394,P0027,2025-10-03,9,186.92,1682.28,COMPLETED,credit_card,North
ORD000426,C00988,P0269,2026-01-18,3,340.01,1020.03,completed,paypal,South
ORD002619,C01179,P0121,2026-03-31,8,249.96,1999.68,Pending,credit_card,North
ORD000982,C01318,P0150,21/10/2025,7,$402.35,2816.45,Pending,debit_card,East
ORD003193,C00331,P0037,2025-12-02,8,549.99,4399.92,Cancelled,upi,South
ORD000990,C00373,P0282,2025-11-24,8,837.49,6699.92,pending,debit_card,South
ORD002635,C00643,P0183,2025-08-28,6,253.47,1520.82,COMPLETED,credit_card,North
ORD000613,C00826,P0167,2025-04-30,8,674.62,5396.96,cancelled,upi,West
ORD000386,C00872,P0130,2025-04-27,6,235.12,,Completed,debit_card,East
ORD003571,C00672,P0289,19/11/2025,9,$549.29,4943.61,Completed,upi,North
ORD002867,C01216,P0047,2026-03-14,9,61.68,555.12,pending,paypal,South
ORD001708,C00312,P0165,2025-10-27,9,$616.32,5546.88,pending,paypal,West
ORD001086,C00103,P0211,2026-03-06,6,919.95,,Cancelled,paypal,East
ORD002303,C01046,P0131,2026-04-09,9,908.02,8172.18,pending,paypal,West
ORD003855,C01169,P0208,2025-11-21,10,909.34,9093.4,Pending,paypal,Central
ORD000252,C01445,P0254,2025-10-29,6,322.11,1932.66,Completed,paypal,Central
ORD000059,C00090,P0079,12/08/2025,3,454.07,1362.21,Cancelled,cod,East
ORD001529,C01305,P0173,2025-11-21,7,798.41,5588.87,COMPLETED,paypal,East
ORD003658,C00472,P0264,28/11/2025,10,508.37,5083.7,Completed,debit_card,Central
ORD000818,C00423,P0175,23/02/2026,8,775.81,6206.48,Cancelled,paypal,East
ORD000815,C00519,P0098,2026-01-31,3,393.96,1181.88,cancelled,debit_card,South
ORD003039,C00689,P0187,29/06/2025,9,938.69,8448.21,Completed,paypal,West
ORD002029,C00100,P0277,2025-05-02,4,161.52,646.08,Cancelled,credit_card,East
ORD002490,C00458,P0265,2025-04-23,1,884.1,884.1,Pending,upi,Central
ORD003043,C00759,P0046,2025-12-30,6,478.19,2869.14,completed,cod,West
ORD001172,C00479,P0190,2025-09-07,6,237.92,1427.52,completed,debit_card,North
ORD002584,C01116,P0149,09/12/2025,6,$139.4,836.4,completed,cod,West
ORD002430,C01349,P0071,14/11/2025,2,237.4,474.8,COMPLETED,upi,East
ORD001046,C00478,P0128,2025-07-23,3,560.46,1681.38,cancelled,cod,Central
ORD003489,C00684,P0127,2025-06-29,3,525.09,1575.27,cancelled,upi,South
ORD003460,C01225,P0252,2025-06-29,1,$219.07,,Cancelled,paypal,West
ORD001458,C00427,P0157,2025-10-27,10,353.62,,pending,debit_card,Central
ORD002883,C01179,P0062,2025-12-05,2,146.64,293.28,Cancelled,cod,West
ORD001300,C00077,P0065,27/06/2025,4,166.14,664.56,Cancelled,paypal,West
ORD002832,C00981,P0205,06/05/2025,6,441.15,2646.9,pending,cod,Central
ORD000150,C00207,P0201,2025-06-10,8,85.13,681.04,cancelled,credit_card,South
ORD003962,C00314,P0293,20/03/2026,9,334.99,3014.91,pending,upi,Central
ORD000073,C01005,P0292,2025-09-11,3,$859.68,2579.04,COMPLETED,upi,Central
ORD001810,C01108,P0025,2025-11-16,10,428.61,4286.1,Cancelled,paypal,North
ORD001299,C00395,P0179,2025-06-01,5,742.04,3710.2,pending,cod,South
ORD000156,C01451,P0179,2025-05-15,9,742.04,6678.36,pending,cod,West
ORD002708,C00267,P0054,27/10/2025,2,264.04,528.08,Cancelled,debit_card,Central
ORD000532,C01106,P0074,2025-12-22,10,$743.89,7438.9,cancelled,paypal,Central
ORD001188,C00672,P0172,27/07/2025,1,450.0,450.0,completed,upi,South
ORD002336,C00612,P0124,2026-01-18,2,656.86,1313.72,completed,credit_card,North
ORD000870,C01171,P0268,2025-12-11,5,$526.9,2634.5,pending,debit_card,East
ORD003903,C00809,P0010,2025-06-27,3,996.6,,Pending,cod,West
ORD002579,C00802,P0111,16/09/2025,8,421.51,3372.08,Completed,upi,West
ORD003549,C01027,P0207,2025-06-21,8,459.21,,cancelled,upi,East
ORD001347,C01176,P0140,2026-01-12,9,489.66,4406.94,completed,credit_card,South
ORD000697,C00855,P0016,2026-02-10,2,564.77,1129.54,Cancelled,credit_card,East
ORD001677,C01313,P0193,2026-03-23,5,506.52,2532.6,cancelled,cod,Central
ORD002772,C01146,P0025,28/02/2026,7,$428.61,3000.27,Cancelled,credit_card,West
ORD002521,C00537,P0113,24/01/2026,2,$72.17,,completed,credit_card,Central
ORD001138,C00773,P0233,2025-08-28,1,500.79,,completed,debit_card,West
ORD002793,C01200,P0011,30/04/2025,4,142.1,568.4,completed,upi,East
ORD002987,C00454,P0244,19/03/2026,8,510.47,4083.76,completed,paypal,North
ORD001542,C00530,P0260,2025-11-30,2,872.26,1744.52,pending,cod,East
ORD000117,C00770,P0149,2025-12-13,3,139.4,418.2,Cancelled,upi,North
ORD003135,C01056,P0140,2026-03-04,1,$489.66,489.66,Cancelled,paypal,West
ORD003786,C01238,P0127,2025-07-08,7,$525.09,3675.63,COMPLETED,cod,East
ORD000792,C01369,P0247,15/05/2025,10,$201.06,2010.6,Completed,debit_card,West
ORD002745,C00419,P0031,2025-11-04,1,419.82,419.82,pending,cod,East
ORD000551,C01204,P0158,2025-09-13,10,370.27,3702.7,Pending,credit_card,North
ORD000526,C00198,P0066,2025-07-11,9,1059.0,9531.0,Cancelled,cod,South
ORD001601,C00507,P0099,08/01/2026,4,435.28,1741.12,completed,credit_card,South
ORD002373,C00864,P0006,2025-08-12,8,67.49,539.92,pending,upi,South
ORD002080,C00831,P0054,2025-07-08,8,264.04,2112.32,pending,upi,West
ORD002965,C00376,P0145,2025-10-11,4,627.0,2508.0,Cancelled,credit_card,East
ORD001740,C00607,P0143,2026-01-28,8,696.93,,Pending,debit_card,South
ORD000347,C00027,P0258,26/05/2025,10,204.35,2043.5,pending,credit_card,East
ORD002226,C00838,P0172,2025-12-29,7,450.0,3150.0,pending,paypal,East
ORD000786,C00589,P0283,2026-03-25,2,1072.04,2144.08,cancelled,paypal,South
ORD000672,C00703,P0154,2025-04-17,7,54.38,380.66,pending,cod,Central
ORD003975,C01412,P0184,2026-03-14,9,635.92,5723.28,Pending,debit_card,West
ORD003111,C01339,P0035,03/05/2025,8,261.56,2092.48,pending,upi,South
ORD000681,C00511,P0249,2026-03-07,1,94.39,94.39,COMPLETED,upi,North
ORD000591,C00363,P0036,2026-03-24,3,227.37,682.11,completed,debit_card,East
ORD003864,C00237,P0257,2026-01-15,7,85.67,599.69,completed,debit_card,North
ORD002300,C00532,P0063,2025-05-21,8,38.35,306.8,COMPLETED,paypal,West
ORD000997,C01252,P0256,09/09/2025,2,437.26,874.52,Cancelled,cod,West
ORD001872,C00433,P0085,2026-02-10,4,300.11,1200.44,Cancelled,upi,East
ORD000745,C00553,P0288,02/06/2025,1,65.52,65.52,completed,upi,West
ORD001616,C00614,P0054,2025-12-25,4,$264.04,1056.16,pending,cod,West
ORD003017,C00263,P0150,08/09/2025,4,402.35,1609.4,completed,upi,Central
ORD000800,C01013,P0243,2026-03-22,9,609.22,5482.98,Pending,credit_card,East
ORD001319,C00530,P0285,20/11/2025,8,$442.94,3543.52,Cancelled,debit_card,North
ORD002437,C01371,P0248,31/08/2025,3,$130.48,,COMPLETED,credit_card,North
ORD003863,C00105,P0225,2025-06-24,10,382.57,3825.7,pending,credit_card,Central
ORD001233,C00739,P0103,2025-11-17,4,833.31,3333.24,Completed,upi,West
ORD003229,C00293,P0294,2025-11-01,5,274.02,1370.1,completed,paypal,Central
ORD001424,C00760,P0299,01/12/2025,8,179.32,1434.56,Cancelled,upi,East
ORD001564,C01020,P0289,25/09/2025,9,549.29,4943.61,Cancelled,credit_card,Central
ORD002299,C01495,P0166,2025-06-28,4,472.02,1888.08,Completed,credit_card,Central
ORD003190,C00081,P0239,2025-12-31,4,915.83,3663.32,cancelled,cod,North
ORD003316,C00647,P0152,2026-03-07,7,731.59,5121.13,completed,upi,East
ORD003410,C00788,P0231,2025-09-27,3,84.77,,COMPLETED,credit_card,South
ORD002999,C00985,P0031,2026-02-09,2,419.82,839.64,completed,debit_card,Central
ORD002730,C01234,P0279,2025-06-15,6,879.13,5274.78,completed,credit_card,West
ORD001620,C00884,P0022,2025-10-25,8,828.39,6627.12,COMPLETED,debit_card,South
ORD001943,C00580,P0187,2025-12-03,8,$938.69,7509.52,Pending,cod,Central
ORD001832,C00415,P0161,2026-03-22,10,187.99,1879.9,Pending,cod,Central
ORD001744,C00788,P0071,2026-01-10,2,237.4,474.8,pending,cod,West
ORD003856,C00681,P0124,2025-12-05,7,656.86,4598.02,cancelled,cod,North
ORD001786,C01493,P0211,06/01/2026,2,919.95,1839.9,pending,cod,South
ORD002527,C00112,P0138,2025-11-08,8,$708.93,5671.44,pending,paypal,East
ORD002528,C01257,P0298,2025-07-27,9,366.89,3302.01,Pending,credit_card,South
ORD001923,C00822,P0059,2025-10-17,4,586.68,2346.72,Cancelled,credit_card,South
ORD000585,C00416,P0183,2026-01-02,3,253.47,,Pending,paypal,Central
ORD003799,C01078,P0211,2025-07-30,5,919.95,4599.75,cancelled,paypal,East
ORD001865,C00592,P0208,2025-09-03,4,909.34,,COMPLETED,upi,East
ORD000441,C00626,P0257,2026-01-06,6,85.67,514.02,Pending,debit_card,Central
ORD000051,C01263,P0010,21/06/2025,4,$996.6,3986.4,Completed,debit_card,South
ORD001376,C01375,P0140,2026-03-02,7,$489.66,3427.62,Completed,debit_card,Central
ORD002652,C01047,P0075,2026-03-08,4,587.85,2351.4,pending,credit_card,East
ORD002113,C00283,P0216,2025-04-19,6,14.82,88.92,cancelled,debit_card,North
ORD001941,C01223,P0211,2025-10-30,7,$919.95,,Pending,paypal,East
ORD002629,C01041,P0252,21/09/2025,9,219.07,1971.63,COMPLETED,cod,East
ORD003917,C00740,P0253,04/12/2025,1,295.84,295.84,completed,cod,Central
ORD001777,C01413,P0292,2025-07-20,10,859.68,8596.8,completed,credit_card,North
ORD001606,C00259,P0063,2025-05-13,5,$38.35,191.75,completed,upi,East
ORD002676,C00747,P0241,2025-12-26,10,754.86,7548.6,cancelled,paypal,South
ORD003625,C00312,P0194,2025-12-13,3,727.7,2183.1,completed,credit_card,Central
ORD003672,C01329,P0188,23/08/2025,3,784.74,2354.22,Pending,upi,North
ORD001850,C00077,P0039,2025-07-03,10,189.41,1894.1,pending,cod,North
ORD000295,C01102,P0277,15/04/2026,4,161.52,,COMPLETED,paypal,Central
ORD002653,C01271,P0147,2025-07-12,9,802.07,7218.63,pending,debit_card,Central
ORD002706,C00902,P0110,2025-12-15,3,844.09,2532.27,pending,credit_card,Central
ORD003782,C01189,P0115,2025-11-13,1,$557.4,557.4,Completed,upi,West
ORD003215,C00064,P0129,25/01/2026,7,954.55,6681.85,pending,credit_card,South
ORD003977,C00865,P0051,01/05/2025,2,$416.53,833.06,completed,credit_card,North
ORD003209,C01038,P0143,25/07/2025,8,696.93,5575.44,Completed,paypal,East
ORD000124,C01372,P0110,26/09/2025,5,$844.09,4220.45,pending,paypal,East
ORD002087,C00984,P0245,28/07/2025,8,508.3,4066.4,pending,upi,East
ORD003398,C00400,P0038,2025-09-25,4,75.13,300.52,COMPLETED,credit_card,East
ORD000780,C00595,P0281,2026-02-18,9,44.57,401.13,completed,upi,Central
ORD002056,C01398,P0195,11/12/2025,6,922.56,5535.36,cancelled,debit_card,South
ORD000949,C00732,P0047,07/03/2026,3,61.68,185.04,pending,debit_card,Central
ORD001038,C00066,P0010,2025-12-23,1,996.6,996.6,Completed,paypal,Central
ORD003373,C00018,P0046,29/11/2025,10,478.19,4781.9,completed,paypal,East
ORD000323,C00295,P0171,29/07/2025,2,$372.86,745.72,pending,cod,South
ORD000877,C00490,P0150,2025-08-19,4,402.35,1609.4,Completed,debit_card,Central
ORD003301,C00291,P0120,08/01/2026,5,769.46,3847.3,completed,cod,Central
ORD002332,C01060,P0126,2026-02-23,6,423.19,2539.14,pending,paypal,West
ORD000388,C00812,P0273,15/11/2025,4,466.24,1864.96,COMPLETED,upi,West
ORD000369,C00873,P0216,2025-05-17,5,14.82,,Pending,debit_card,East
ORD003303,C00551,P0104,2025-06-26,2,894.0,1788.0,pending,paypal,South
ORD003328,C01072,P0176,2026-02-22,8,$628.39,5027.12,COMPLETED,cod,West
ORD003878,C00536,P0224,10/08/2025,5,$229.05,1145.25,COMPLETED,paypal,South
ORD003594,C01090,P0266,2025-10-10,3,619.03,1857.09,cancelled,cod,Central
ORD001418,C00907,P0246,2025-09-07,7,14.02,98.14,completed,paypal,South
ORD003912,C00230,P0020,2025-10-08,5,694.42,3472.1,cancelled,paypal,West
ORD003036,C00540,P0229,2025-07-02,10,$998.36,9983.6,Cancelled,debit_card,South
ORD003185,C00760,P0084,2025-05-13,10,$464.88,4648.8,Cancelled,debit_card,North
ORD001443,C01297,P0188,2025-11-02,5,784.74,3923.7,Cancelled,upi,West
ORD002970,C00372,P0024,2025-08-10,4,710.83,2843.32,COMPLETED,credit_card,East
ORD000086,C01184,P0058,2025-11-06,7,179.81,1258.67,COMPLETED,debit_card,West
ORD000600,C00316,P0034,2026-02-26,10,47.6,476.0,completed,credit_card,East
ORD002389,C00624,P0042,2025-09-21,1,159.91,159.91,Pending,debit_card,South
ORD001062,C00600,P0094,2025-11-08,1,202.8,202.8,Completed,cod,West
ORD000625,C00138,P0137,2025-10-22,8,$121.94,975.52,cancelled,debit_card,East
ORD002660,C00959,P0246,2025-12-30,8,$14.02,112.16,COMPLETED,cod,Central
ORD003422,C01485,P0125,2025-07-19,3,24.37,73.11,cancelled,cod,South
ORD003827,C00300,P0283,2025-11-10,8,1072.04,8576.32,COMPLETED,credit_card,Central
ORD002211,C00968,P0107,14/01/2026,6,860.67,5164.02,pending,cod,East
ORD003528,C00996,P0297,2026-04-13,9,475.01,4275.09,Pending,cod,West
ORD001374,C00350,P0197,2026-01-15,10,535.62,5356.2,Completed,upi,South
ORD001978,C00490,P0032,29/09/2025,4,$96.84,387.36,cancelled,cod,East
ORD001614,C00646,P0138,31/08/2025,3,$708.93,2126.79,completed,paypal,South
ORD001802,C00569,P0209,2025-05-31,6,734.66,4407.96,Completed,paypal,East
ORD002805,C01146,P0155,17/09/2025,5,185.97,929.85,cancelled,debit_card,East
ORD001261,C00665,P0103,2026-01-16,8,$833.31,6666.48,COMPLETED,debit_card,South
ORD003260,C01395,P0148,2025-10-04,3,$775.18,2325.54,Cancelled,debit_card,East
ORD001265,C00798,P0026,2025-04-15,4,553.27,2213.08,Cancelled,debit_card,North
ORD001130,C01369,P0222,2025-10-08,7,$568.49,,cancelled,upi,East
ORD002855,C00153,P0102,25/04/2025,8,200.7,,COMPLETED,credit_card,North
ORD002936,C00168,P0199,2025-05-09,5,766.28,3831.4,Cancelled,cod,West
ORD002875,C00167,P0219,06/12/2025,3,186.1,,Cancelled,debit_card,Central
ORD002006,C00336,P0181,2025-06-24,7,$660.94,4626.58,Cancelled,debit_card,East
ORD003408,C00367,P0059,18/01/2026,4,586.68,2346.72,completed,paypal,Central
ORD003505,C00978,P0260,06/09/2025,7,872.26,6105.82,pending,paypal,Central
ORD002021,C00009,P0103,27/07/2025,2,$833.31,1666.62,COMPLETED,credit_card,North
ORD003154,C00883,P0169,2026-03-26,6,819.76,4918.56,cancelled,paypal,West
ORD001221,C00741,P0186,2025-11-19,1,243.37,243.37,Completed,paypal,North
ORD001681,C01312,P0266,2025-10-15,2,619.03,1238.06,Pending,upi,Central
ORD003252,C00519,P0185,2026-02-01,6,874.59,,Cancelled,upi,North
ORD002003,C01255,P0195,12/07/2025,4,922.56,3690.24,cancelled,paypal,North
ORD002975,C00833,P0175,2025-06-09,9,775.81,6982.29,Pending,upi,North
ORD001491,C00827,P0026,2026-02-24,10,553.27,5532.7,Cancelled,debit_card,West
ORD003074,C01376,P0251,2026-02-23,10,$620.86,6208.6,COMPLETED,debit_card,Central
ORD003721,C00865,P0230,15/05/2025,5,$67.8,339.0,cancelled,paypal,Central
ORD003164,C01147,P0059,2025-10-13,1,$586.68,,Completed,debit_card,South
ORD002329,C01365,P0043,2026-01-31,10,104.04,1040.4,completed,upi,West
ORD001526,C00741,P0107,23/12/2025,1,860.67,860.67,Pending,paypal,Central
ORD002466,C01052,P0090,2025-06-21,8,254.46,2035.68,COMPLETED,cod,North
ORD002441,C00880,P0040,2025-11-28,4,546.82,2187.28,Pending,debit_card,North
ORD001914,C00121,P0195,2025-07-17,8,922.56,7380.48,completed,paypal,Central
ORD001892,C00291,P0290,04/11/2025,1,809.81,809.81,COMPLETED,debit_card,Central
ORD002340,C00633,P0250,2026-01-03,2,1069.82,2139.64,pending,debit_card,Central
ORD000029,C01448,P0215,13/06/2025,8,666.39,5331.12,Pending,paypal,East
ORD002649,C01330,P0283,2025-12-23,4,1072.04,4288.16,Pending,credit_card,Central
ORD000964,C00628,P0100,20/04/2025,10,233.43,2334.3,Pending,credit_card,North
ORD001811,C00552,P0109,03/01/2026,10,801.94,8019.4,Cancelled,cod,West
ORD003008,C01037,P0284,2025-08-24,4,661.6,2646.4,Completed,debit_card,North
ORD000509,C00807,P0216,2025-10-09,1,14.82,14.82,Pending,cod,North
ORD000755,C00990,P0223,2026-01-02,5,633.19,3165.95,cancelled,upi,North
ORD003929,C00771,P0270,2025-05-07,8,$323.84,2590.72,cancelled,upi,North
ORD001118,C00359,P0130,19/06/2025,5,235.12,1175.6,COMPLETED,cod,West
ORD000432,C00188,P0143,2025-07-04,4,696.93,2787.72,COMPLETED,cod,East
ORD001293,C00626,P0038,13/03/2026,10,75.13,751.3,COMPLETED,cod,South
ORD002311,C01079,P0150,2025-07-25,7,402.35,2816.45,pending,paypal,North
ORD002731,C00490,P0083,26/01/2026,10,242.23,2422.3,cancelled,paypal,South
ORD000567,C00377,P0116,2025-05-24,4,648.0,,pending,credit_card,South
ORD003098,C00022,P0237,2026-03-09,5,$307.35,1536.75,cancelled,cod,South
ORD000978,C00149,P0119,05/08/2025,4,475.09,1900.36,Cancelled,credit_card,East
ORD000695,C01376,P0099,2025-09-28,6,435.28,2611.68,cancelled,debit_card,West
ORD000642,C00754,P0298,2025-06-18,9,$366.89,3302.01,Pending,credit_card,Central
ORD001754,C01472,P0062,2025-06-20,9,146.64,1319.76,COMPLETED,paypal,East
ORD001537,C00292,P0255,2025-09-19,2,86.61,173.22,completed,credit_card,South
ORD000009,C00787,P0093,2026-01-07,8,795.74,6365.92,COMPLETED,credit_card,East
ORD003393,C01150,P0025,19/12/2025,9,428.61,3857.49,Pending,debit_card,Central
ORD003742,C00960,P0219,2025-08-17,10,186.1,1861.0,pending,paypal,West
ORD003350,C00909,P0066,2025-05-26,6,1059.0,6354.0,Pending,credit_card,East
ORD000373,C00011,P0192,12/04/2026,8,$988.42,7907.36,pending,debit_card,West
ORD003682,C00751,P0229,2025-09-03,9,998.36,8985.24,cancelled,debit_card,West
